19,245
20,246
21,247
22,248
22,249
23,354
23,355
18,246
14,202
14,203
15,227
16,232
14,228
15,233
16,234
17,247
18,248
18,249
16,248
14,234
10,99
10,100
11,101
11,102
11,103
9,101
10,104
7,93
3,53
-1,37
-1,38
-2,39
-3,40
-4,41
-5,42
-3,42
-4,43
